pertSize,reactionTime,initialResponse,subID,blockNo,prevSize,leftResponse,rightResponse,noResponse,nullTrials,correctResponses,incorrectResponses
-200,3.4090054787448,1,22,1,-50,0,1,0,0,1,0
150,4.58200529182068,-1,22,1,-200,1,0,0,0,1,0
300,1.41300790238893,-1,22,1,150,1,0,0,0,1,0
-25,7.36899928581988,1,22,1,300,0,1,0,0,1,0
0,4.23400585580384,-1,22,1,-25,1,0,0,1,0,0
-300,1.80100743341609,1,22,1,0,0,1,0,0,1,0
50,5.25299941599224,-1,22,1,-300,1,0,0,0,1,0
-100,3.21999818980839,1,22,1,50,0,1,0,0,1,0
0,7.81800389015552,1,22,1,-100,0,1,0,1,0,0
200,3.07800006127218,-1,22,1,0,1,0,0,0,1,0
-150,2.05100372231391,1,22,1,200,0,1,0,0,1,0
-100,6.00399899435433,1,22,1,-150,0,1,0,0,1,0
-25,7.64999874508794,1,22,1,-100,0,1,0,0,1,0
50,5.41100579512567,-1,22,1,-25,1,0,0,0,1,0
200,3.07300260675402,-1,22,1,50,1,0,0,0,1,0
-150,4.11000695527036,1,22,1,200,0,1,0,0,1,0
-300,2.64699857902451,1,22,1,-150,0,1,0,0,1,0
25,8.99100262975844,-1,22,1,-300,1,0,0,0,1,0
0,7.11900198805233,1,22,1,25,0,1,0,1,0,0
300,3.04000215220731,-1,22,1,0,1,0,0,0,1,0
-50,7.56400251472223,1,22,1,300,0,1,0,0,1,0
100,2.50100680506148,-1,22,1,-50,1,0,0,0,1,0
0,5.07300360620138,1,22,1,100,0,1,0,1,0,0
-200,2.48700083899894,1,22,1,0,0,1,0,0,1,0
150,3.45600380838005,-1,22,1,-200,1,0,0,0,1,0
100,4.37700436568412,-1,22,1,150,1,0,0,0,1,0
200,1.26499409341341,-1,22,1,-150,1,0,0,0,1,0
0,6.48800145530549,-1,22,1,200,1,0,0,1,0,0
-100,4.84499573433277,1,22,1,0,0,1,0,0,1,0
50,6.00999760770355,-1,22,1,-100,1,0,0,0,1,0
-300,1.48700160860608,1,22,1,50,0,1,0,0,1,0
0,5.51800177979021,1,22,1,-300,0,1,0,1,0,0
-25,8.84099883603631,-1,22,1,0,1,0,0,0,0,1
300,1.33399972689222,-1,22,1,-25,1,0,0,0,1,0
150,2.85000367104658,-1,22,1,300,1,0,0,0,1,0
-200,1.97000359833328,1,22,1,150,0,1,0,0,1,0
-50,6.38300066506781,1,22,1,-200,0,1,0,0,1,0
25,7.42099645709823,1,22,1,-50,0,1,0,0,0,1
100,5.72999839425029,-1,22,1,25,1,0,0,0,1,0
150,4.75099710500217,-1,22,1,100,1,0,0,0,1,0
-200,1.9510018333167,-1,22,1,150,1,0,0,0,0,1
0,7.39999806964624,1,22,1,-200,0,1,0,1,0,0
100,2.69700380849827,-1,22,1,0,1,0,0,0,1,0
-50,7.51800245130289,1,22,1,100,0,1,0,0,1,0
300,1.28000043952488,-1,22,1,-50,1,0,0,0,1,0
0,7.74200276422198,-1,22,1,300,1,0,0,1,0,0
25,8.99300377356849,1,22,1,0,0,1,0,0,0,1
-300,1.25400213670946,1,22,1,25,0,1,0,0,1,0
-150,3.69899927770894,1,22,1,-300,0,1,0,0,1,0
200,2.59299413835834,-1,22,1,-150,1,0,0,0,1,0
50,7.15100165652984,1,22,1,200,0,1,0,0,0,1
-25,9.05499758171936,1,22,1,50,0,1,0,0,1,0
-100,3.3559948089096,1,22,1,-25,0,1,0,0,1,0
-150,3.72999931299273,1,22,1,-100,0,1,0,0,1,0
25,7.06699728620151,1,22,2,100,0,1,0,0,0,1
-50,3.66200221145118,1,22,2,25,0,1,0,0,1,0
-200,2.02100359285396,1,22,2,-50,0,1,0,0,1,0
150,1.59700540662016,-1,22,2,-200,1,0,0,0,1,0
300,1.36399639475712,-1,22,2,150,1,0,0,0,1,0
-25,3.20199898850842,1,22,2,300,0,1,0,0,1,0
0,6.00100590538932,-1,22,2,-25,1,0,0,1,0,0
-300,1.13400429165631,1,22,2,0,0,1,0,0,1,0
50,3.7240040115139,-1,22,2,-300,1,0,0,0,1,0
-100,1.66200153232057,1,22,2,50,0,1,0,0,1,0
0,4.87300297260663,1,22,2,-100,0,1,0,1,0,0
200,1.6050018206879,-1,22,2,0,1,0,0,0,1,0
-150,2.03199909341492,1,22,2,200,0,1,0,0,1,0
-100,2.38999983430404,1,22,2,-150,0,1,0,0,1,0
-25,6.12299725842604,1,22,2,-100,0,1,0,0,1,0
50,4.80200375974528,-1,22,2,-25,1,0,0,0,1,0
200,1.05200108993449,-1,22,2,50,1,0,0,0,1,0
-150,1.79900494086905,1,22,2,200,0,1,0,0,1,0
-300,1.68099654078833,1,22,2,-150,0,1,0,0,1,0
25,6.10599624455062,-1,22,2,-300,1,0,0,0,1,0
0,7.23999740315048,-1,22,2,25,1,0,0,1,0,0
300,0.473005541447492,-1,22,2,0,1,0,0,0,1,0
-50,3.18899871742906,1,22,2,300,0,1,0,0,1,0
100,1.33899642253527,-1,22,2,-50,1,0,0,0,1,0
0,7.31999831414578,1,22,2,100,0,1,0,1,0,0
-200,1.03400137460267,1,22,2,0,0,1,0,0,1,0
150,2.18799658703938,-1,22,2,-200,1,0,0,0,1,0
100,2.44399750101729,-1,22,2,150,1,0,0,0,1,0
200,0.689004144667706,-1,22,2,-150,1,0,0,0,1,0
0,5.30199904668552,1,22,2,200,0,1,0,1,0,0
-100,1.67300053739746,1,22,2,0,0,1,0,0,1,0
50,8.12499684870272,-1,22,2,-100,1,0,0,0,1,0
-300,0.864997790689813,1,22,2,50,0,1,0,0,1,0
0,5.60200242793508,-1,22,2,-300,1,0,0,1,0,0
-25,6.45199918282015,-1,22,2,0,1,0,0,0,0,1
300,1.14199637424463,-1,22,2,-25,1,0,0,0,1,0
150,1.20599883413524,-1,22,2,300,1,0,0,0,1,0
-200,0.880996833562676,1,22,2,150,0,1,0,0,1,0
-50,3.46100368595216,1,22,2,-200,0,1,0,0,1,0
25,3.20699906026857,-1,22,2,-50,1,0,0,0,1,0
100,5.49000224340125,-1,22,2,25,1,0,0,0,1,0
150,1.19299645721912,-1,22,2,100,1,0,0,0,1,0
-200,2.15200159549568,1,22,2,150,0,1,0,0,1,0
0,4.5920047667023,-1,22,2,-200,1,0,0,1,0,0
100,1.15999741077394,-1,22,2,0,1,0,0,0,1,0
-50,3.368003137708,1,22,2,100,0,1,0,0,1,0
300,0.300998130078369,-1,22,2,-50,1,0,0,0,1,0
0,5.50500595306949,1,22,2,300,0,1,0,1,0,0
25,8.42700033724395,1,22,2,0,0,1,0,0,0,1
-300,0.55800253713096,1,22,2,25,0,1,0,0,1,0
-150,1.61399900745892,1,22,2,-300,0,1,0,0,1,0
200,0.677002079130034,-1,22,2,-150,1,0,0,0,1,0
50,3.77300390553137,-1,22,2,200,1,0,0,0,1,0
-25,7.10000418114214,1,22,2,50,0,1,0,0,1,0
-100,2.38000136136543,1,22,2,-25,0,1,0,0,1,0
-150,2.12100274836848,1,22,2,-100,0,1,0,0,1,0
25,7.42000002765417,-1,22,3,100,1,0,0,0,1,0
-50,2.24000425982376,1,22,3,25,0,1,0,0,1,0
-200,0.799000331404386,1,22,3,-50,0,1,0,0,1,0
150,0.918004337909224,-1,22,3,-200,1,0,0,0,1,0
300,0.263999918941408,-1,22,3,150,1,0,0,0,1,0
-25,4.49100419247407,1,22,3,300,0,1,0,0,1,0
0,4.53200018489588,1,22,3,-25,0,1,0,1,0,0
-300,0.989996597054414,1,22,3,0,0,1,0,0,1,0
50,6.61400345647417,-1,22,3,-300,1,0,0,0,1,0
-100,2.31099782657839,1,22,3,50,0,1,0,0,1,0
0,NaN,NaN,22,3,-100,0,0,1,1,0,0
200,0.698998946783831,-1,22,3,0,1,0,0,0,1,0
-150,1.44099488032225,1,22,3,200,0,1,0,0,1,0
-100,2.32600326180545,1,22,3,-150,0,1,0,0,1,0
-25,3.1179972338723,1,22,3,-100,0,1,0,0,1,0
50,3.08999486470566,-1,22,3,-25,1,0,0,0,1,0
200,0.879996730327548,-1,22,3,50,1,0,0,0,1,0
-150,1.54899814605596,1,22,3,200,0,1,0,0,1,0
-300,1.03000285685266,1,22,3,-150,0,1,0,0,1,0
25,3.53199536919419,1,22,3,-300,0,1,0,0,0,1
0,3.91600455308071,-1,22,3,25,1,0,0,1,0,0
300,0.947003608584055,-1,22,3,0,1,0,0,0,1,0
-50,2.29399925970938,1,22,3,300,0,1,0,0,1,0
100,1.98099762284983,-1,22,3,-50,1,0,0,0,1,0
0,6.15199685919652,-1,22,3,100,1,0,0,1,0,0
-200,0.760999740246916,1,22,3,0,0,1,0,0,1,0
150,2.30000146222301,-1,22,3,-200,1,0,0,0,1,0
100,1.67199584352784,-1,22,3,150,1,0,0,0,1,0
200,0.392005085108394,-1,22,3,-150,1,0,0,0,1,0
0,4.05999758624966,1,22,3,200,0,1,0,1,0,0
-100,1.47900364744419,1,22,3,0,0,1,0,0,1,0
50,4.57200258314697,-1,22,3,-100,1,0,0,0,1,0
-300,0.661005025503982,1,22,3,50,0,1,0,0,1,0
0,7.42100073063193,1,22,3,-300,0,1,0,1,0,0
-25,2.26099947500188,1,22,3,0,0,1,0,0,1,0
300,0.427000913143274,-1,22,3,-25,1,0,0,0,1,0
150,2.30300524341874,-1,22,3,300,1,0,0,0,1,0
-200,1.34300273477857,1,22,3,150,0,1,0,0,1,0
-50,4.67100068378204,1,22,3,-200,0,1,0,0,1,0
25,5.65099629569158,-1,22,3,-50,1,0,0,0,1,0
100,1.37800302612595,-1,22,3,25,1,0,0,0,1,0
150,4.75100335848401,-1,22,3,100,1,0,0,0,1,0
-200,0.641999135732476,1,22,3,150,0,1,0,0,1,0
0,4.75999871193926,-1,22,3,-200,1,0,0,1,0,0
100,3.06899952220556,-1,22,3,0,1,0,0,0,1,0
-50,5.9100033864961,1,22,3,100,0,1,0,0,1,0
300,0.926001224041102,-1,22,3,-50,1,0,0,0,1,0
0,3.16200173437392,1,22,3,300,0,1,0,1,0,0
25,7.75000041150633,1,22,3,0,0,1,0,0,0,1
-300,0.589003436922212,1,22,3,25,0,1,0,0,1,0
-150,1.02200404465111,1,22,3,-300,0,1,0,0,1,0
200,0.322998569608899,-1,22,3,-150,1,0,0,0,1,0
50,6.86399806034751,-1,22,3,200,1,0,0,0,1,0
-25,3.9220034011596,1,22,3,50,0,1,0,0,1,0
-100,1.5250045169596,1,22,3,-25,0,1,0,0,1,0
-150,0.753000992895977,1,22,3,-100,0,1,0,0,1,0
25,4.17899224197754,1,23,1,100,0,1,0,0,0,1
-50,2.42199763393,1,23,1,25,0,1,0,0,1,0
-200,1.54399919402204,1,23,1,-50,0,1,0,0,1,0
150,0.879998745680496,-1,23,1,-200,1,0,0,0,1,0
300,0.96199476539914,-1,23,1,150,1,0,0,0,1,0
-25,2.5319969372722,1,23,1,300,0,1,0,0,1,0
0,3.80999301028351,1,23,1,-25,0,1,0,1,0,0
-300,1.55199769794854,1,23,1,0,0,1,0,0,1,0
50,2.15299610173679,-1,23,1,-300,1,0,0,0,1,0
-100,1.39599115788587,1,23,1,50,0,1,0,0,1,0
0,5.07999601447227,1,23,1,-100,0,1,0,1,0,0
200,1.03399952482869,-1,23,1,0,1,0,0,0,1,0
-150,2.07799095725932,1,23,1,200,0,1,0,0,1,0
-100,2.546993227239,1,23,1,-150,0,1,0,0,1,0
-25,4.28099789881526,-1,23,1,-100,1,0,0,0,0,1
50,3.34999951707869,-1,23,1,-25,1,0,0,0,1,0
200,0.995998710626736,-1,23,1,50,1,0,0,0,1,0
-150,2.18399803733337,1,23,1,200,0,1,0,0,1,0
-300,1.50999147188122,1,23,1,-150,0,1,0,0,1,0
25,3.26999891292508,-1,23,1,-300,1,0,0,0,1,0
0,3.72799108469189,1,23,1,25,0,1,0,1,0,0
300,2.11399888312735,-1,23,1,0,1,0,0,0,1,0
-50,2.66399812364398,1,23,1,300,0,1,0,0,1,0
100,3.22099848401558,-1,23,1,-50,1,0,0,0,1,0
0,3.58300088715623,-1,23,1,100,1,0,0,1,0,0
-200,1.2989952102871,1,23,1,0,0,1,0,0,1,0
150,2.08999166941067,-1,23,1,-200,1,0,0,0,1,0
100,3.57599530171865,-1,23,1,150,1,0,0,0,1,0
200,0.901999909168808,-1,23,1,-150,1,0,0,0,1,0
0,3.92699928284128,1,23,1,200,0,1,0,1,0,0
-100,1.51199742663448,1,23,1,0,0,1,0,0,1,0
50,4.64500029790361,-1,23,1,-100,1,0,0,0,1,0
-300,1.76699969959736,1,23,1,50,0,1,0,0,1,0
0,4.9799955308481,1,23,1,-300,0,1,0,1,0,0
-25,2.72199664104119,1,23,1,0,0,1,0,0,1,0
300,1.44699862230482,-1,23,1,-25,1,0,0,0,1,0
150,3.25299792099395,-1,23,1,300,1,0,0,0,1,0
-200,1.52099501431076,1,23,1,150,0,1,0,0,1,0
-50,3.03399571526097,1,23,1,-200,0,1,0,0,1,0
25,3.5189982396405,-1,23,1,-50,1,0,0,0,1,0
100,3.1749932733801,-1,23,1,25,1,0,0,0,1,0
150,3.09999321818759,-1,23,1,100,1,0,0,0,1,0
-200,1.50199569559481,1,23,1,150,0,1,0,0,1,0
0,6.25500162017852,1,23,1,-200,0,1,0,1,0,0
100,3.2859921472118,-1,23,1,0,1,0,0,0,1,0
-50,2.68099613130471,1,23,1,100,0,1,0,0,1,0
300,0.912999589803803,-1,23,1,-50,1,0,0,0,1,0
0,6.01899706018594,-1,23,1,300,1,0,0,1,0,0
25,7.36499775695847,1,23,1,0,0,1,0,0,0,1
-300,1.48199310743803,1,23,1,25,0,1,0,0,1,0
-150,2.32399238860671,1,23,1,-300,0,1,0,0,1,0
200,1.51399169779324,-1,23,1,-150,1,0,0,0,1,0
50,6.53199742055585,1,23,1,200,0,1,0,0,0,1
-25,3.74199397850316,1,23,1,50,0,1,0,0,1,0
-100,2.77800043845491,1,23,1,-25,0,1,0,0,1,0
-150,1.47499408114527,1,23,1,-100,0,1,0,0,1,0
25,4.09499198127014,-1,23,2,100,1,0,0,0,1,0
-50,2.45799317205092,1,23,2,25,0,1,0,0,1,0
-200,1.41099938881234,1,23,2,-50,0,1,0,0,1,0
150,0.857992113473301,-1,23,2,-200,1,0,0,0,1,0
300,0.96800105345028,-1,23,2,150,1,0,0,0,1,0
-25,3.08499857426068,1,23,2,300,0,1,0,0,1,0
0,2.62199408662127,1,23,2,-25,0,1,0,1,0,0
-300,1.37799666773935,1,23,2,0,0,1,0,0,1,0
50,3.52999943459145,-1,23,2,-300,1,0,0,0,1,0
-100,2.51299750900216,1,23,2,50,0,1,0,0,1,0
0,4.42199288964184,-1,23,2,-100,1,0,0,1,0,0
200,1.18199297177489,-1,23,2,0,1,0,0,0,1,0
-150,1.52099348139745,1,23,2,200,0,1,0,0,1,0
-100,4.84399370372557,1,23,2,-150,0,1,0,0,1,0
-25,3.66399514329532,1,23,2,-100,0,1,0,0,1,0
50,2.05099272156076,-1,23,2,-25,1,0,0,0,1,0
200,1.92699547576922,-1,23,2,50,1,0,0,0,1,0
-150,2.42799883615953,1,23,2,200,0,1,0,0,1,0
-300,1.39499676621199,1,23,2,-150,0,1,0,0,1,0
25,3.68299154067063,-1,23,2,-300,1,0,0,0,1,0
0,6.41199496066838,-1,23,2,25,1,0,0,1,0,0
300,1.44700064063363,-1,23,2,0,1,0,0,0,1,0
-50,3.28699532819155,1,23,2,300,0,1,0,0,1,0
100,1.26999872851593,-1,23,2,-50,1,0,0,0,1,0
0,5.23899840283411,-1,23,2,100,1,0,0,1,0,0
-200,1.55199363207794,1,23,2,0,0,1,0,0,1,0
150,2.18099871218146,-1,23,2,-200,1,0,0,0,1,0
100,2.4729925566935,-1,23,2,150,1,0,0,0,1,0
200,1.06899537301069,-1,23,2,-150,1,0,0,0,1,0
0,3.84099716997298,1,23,2,200,0,1,0,1,0,0
-100,2.11599959552404,1,23,2,0,0,1,0,0,1,0
50,4.87700088512793,-1,23,2,-100,1,0,0,0,1,0
-300,1.23299899387348,1,23,2,50,0,1,0,0,1,0
0,2.39399931919615,1,23,2,-300,0,1,0,1,0,0
-25,5.16900123250525,-1,23,2,0,1,0,0,0,0,1
300,0.830999150632124,-1,23,2,-25,1,0,0,0,1,0
150,2.34899668264552,-1,23,2,300,1,0,0,0,1,0
-200,2.20599510884495,-1,23,2,150,1,0,0,0,0,1
-50,4.09099756383512,1,23,2,-200,0,1,0,0,1,0
25,7.05299960470438,1,23,2,-50,0,1,0,0,0,1
100,2.17299347794324,-1,23,2,25,1,0,0,0,1,0
150,3.20399843120686,-1,23,2,100,1,0,0,0,1,0
-200,1.65099747478962,1,23,2,150,0,1,0,0,1,0
0,5.95499912881496,1,23,2,-200,0,1,0,1,0,0
100,2.47500001967273,-1,23,2,0,1,0,0,0,1,0
-50,2.13999762105959,1,23,2,100,0,1,0,0,1,0
300,1.36799698209506,-1,23,2,-50,1,0,0,0,1,0
0,6.48099628782074,1,23,2,300,0,1,0,1,0,0
25,3.42899542462692,-1,23,2,0,1,0,0,0,1,0
-300,2.04999601482996,-1,23,2,25,1,0,0,0,0,1
-150,2.60099868285761,1,23,2,-300,0,1,0,0,1,0
200,2.16200078534894,-1,23,2,-150,1,0,0,0,1,0
50,4.3050003839744,-1,23,2,200,1,0,0,0,1,0
-25,4.8020012755369,1,23,2,50,0,1,0,0,1,0
-100,2.41999528193264,1,23,2,-25,0,1,0,0,1,0
-150,2.70300140690961,1,23,2,-100,0,1,0,0,1,0
25,4.84199859452201,1,23,3,100,0,1,0,0,0,1
-50,5.46399759959604,1,23,3,25,0,1,0,0,1,0
-200,1.05100491237681,1,23,3,-50,0,1,0,0,1,0
150,1.96399878561351,-1,23,3,-200,1,0,0,0,1,0
300,1.98799858534039,-1,23,3,150,1,0,0,0,1,0
-25,3.60400475656934,1,23,3,300,0,1,0,0,1,0
0,3.18800145816203,-1,23,3,-25,1,0,0,1,0,0
-300,1.35600203084323,1,23,3,0,0,1,0,0,1,0
50,2.16499707019102,-1,23,3,-300,1,0,0,0,1,0
-100,3.91300112366298,1,23,3,50,0,1,0,0,1,0
0,4.14500349247101,1,23,3,-100,0,1,0,1,0,0
200,2.02300043582363,-1,23,3,0,1,0,0,0,1,0
-150,2.37700502538064,1,23,3,200,0,1,0,0,1,0
-100,3.53100314676703,1,23,3,-150,0,1,0,0,1,0
-25,2.86300346648204,1,23,3,-100,0,1,0,0,1,0
50,5.07999642944196,-1,23,3,-25,1,0,0,0,1,0
200,0.985995721101062,-1,23,3,50,1,0,0,0,1,0
-150,2.28200355947047,1,23,3,200,0,1,0,0,1,0
-300,1.27400439214398,1,23,3,-150,0,1,0,0,1,0
25,6.95399943923985,-1,23,3,-300,1,0,0,0,1,0
0,4.21200122499431,-1,23,3,25,1,0,0,1,0,0
300,0.989998306387861,-1,23,3,0,1,0,0,0,1,0
-50,2.41199822735507,1,23,3,300,0,1,0,0,1,0
100,3.0519967986329,-1,23,3,-50,1,0,0,0,1,0
0,4.72099618983339,1,23,3,100,0,1,0,1,0,0
-200,0.930000346299494,1,23,3,0,0,1,0,0,1,0
150,1.42599855875596,-1,23,3,-200,1,0,0,0,1,0
100,3.22900025200215,-1,23,3,150,1,0,0,0,1,0
200,0.874001472591772,-1,23,3,-150,1,0,0,0,1,0
0,5.16999623584707,-1,23,3,200,1,0,0,1,0,0
-100,1.6129980552214,1,23,3,0,0,1,0,0,1,0
50,3.33299303710373,-1,23,3,-100,1,0,0,0,1,0
-300,1.27599592375918,1,23,3,50,0,1,0,0,1,0
0,3.93899895060167,1,23,3,-300,0,1,0,1,0,0
-25,3.49499311888212,1,23,3,0,0,1,0,0,1,0
300,0.923001649614889,-1,23,3,-25,1,0,0,0,1,0
150,1.75700083756237,-1,23,3,300,1,0,0,0,1,0
-200,1.63200044107361,1,23,3,150,0,1,0,0,1,0
-50,4.68399697589484,1,23,3,-200,0,1,0,0,1,0
25,6.35099355768762,-1,23,3,-50,1,0,0,0,1,0
100,2.02400156354997,-1,23,3,25,1,0,0,0,1,0
150,1.978993838311,-1,23,3,100,1,0,0,0,1,0
-200,2.5800013536209,1,23,3,150,0,1,0,0,1,0
0,6.55199503278709,-1,23,3,-200,1,0,0,1,0,0
100,1.97199696778989,-1,23,3,0,1,0,0,0,1,0
-50,3.36599583899806,1,23,3,100,0,1,0,0,1,0
300,2.11700060724979,-1,23,3,-50,1,0,0,0,1,0
0,5.96400101458858,1,23,3,300,0,1,0,1,0,0
25,6.25399941420619,1,23,3,0,0,1,0,0,0,1
-300,1.36099451660994,1,23,3,25,0,1,0,0,1,0
-150,1.35199428760825,1,23,3,-300,0,1,0,0,1,0
200,0.960002893327328,-1,23,3,-150,1,0,0,0,1,0
50,4.21000145900325,-1,23,3,200,1,0,0,0,1,0
-25,3.85900117886194,1,23,3,50,0,1,0,0,1,0
-100,1.39599512147834,1,23,3,-25,0,1,0,0,1,0
-150,2.04999299407064,1,23,3,-100,0,1,0,0,1,0
25,5.35799715793109,1,24,1,100,0,1,0,0,0,1
-50,2.85999538862234,1,24,1,25,0,1,0,0,1,0
-200,2.16399144339084,1,24,1,-50,0,1,0,0,1,0
150,5.08799678420473,1,24,1,-200,0,1,0,0,0,1
300,2.11799578225327,-1,24,1,150,1,0,0,0,1,0
-25,4.20399208581512,-1,24,1,300,1,0,0,0,0,1
0,6.76099870276084,1,24,1,-25,0,1,0,1,0,0
-300,1.55699595725309,1,24,1,0,0,1,0,0,1,0
50,3.14199369740527,-1,24,1,-300,1,0,0,0,1,0
-100,2.65699343967572,1,24,1,50,0,1,0,0,1,0
0,6.11999644970638,1,24,1,-100,0,1,0,1,0,0
200,1.50999740922271,-1,24,1,0,1,0,0,0,1,0
-150,1.96699533927313,1,24,1,200,0,1,0,0,1,0
-100,3.18099401986547,1,24,1,-150,0,1,0,0,1,0
-25,4.08199669420719,-1,24,1,-100,1,0,0,0,0,1
50,5.13999827253429,-1,24,1,-25,1,0,0,0,1,0
200,3.03899686694058,-1,24,1,50,1,0,0,0,1,0
-150,2.69399685728422,1,24,1,200,0,1,0,0,1,0
-300,2.46299362754507,1,24,1,-150,0,1,0,0,1,0
25,3.320992810608,1,24,1,-300,0,1,0,0,0,1
0,5.15999646043201,1,24,1,25,0,1,0,1,0,0
300,0.933994228602387,-1,24,1,0,1,0,0,0,1,0
-50,3.31999615800305,1,24,1,300,0,1,0,0,1,0
100,3.12099591779406,1,24,1,-50,0,1,0,0,0,1
0,3.77599217509851,-1,24,1,100,1,0,0,1,0,0
-200,2.8869917043412,1,24,1,0,0,1,0,0,1,0
150,4.09599402689491,-1,24,1,-200,1,0,0,0,1,0
100,5.21499771737581,-1,24,1,150,1,0,0,0,1,0
200,1.80999933803105,-1,24,1,-150,1,0,0,0,1,0
0,3.96100156808097,1,24,1,200,0,1,0,1,0,0
-100,2.68400241267955,1,24,1,0,0,1,0,0,1,0
50,3.38299862373242,-1,24,1,-100,1,0,0,0,1,0
-300,2.0699941529092,-1,24,1,50,1,0,0,0,0,1
0,3.95900111460651,1,24,1,-300,0,1,0,1,0,0
-25,6.21199325275666,1,24,1,0,0,1,0,0,1,0
300,1.91699894464546,-1,24,1,-25,1,0,0,0,1,0
150,3.08999966800184,-1,24,1,300,1,0,0,0,1,0
-200,2.82099591899168,1,24,1,150,0,1,0,0,1,0
-50,3.98899977624387,1,24,1,-200,0,1,0,0,1,0
25,4.43099759770121,-1,24,1,-50,1,0,0,0,1,0
100,3.25899883473176,-1,24,1,25,1,0,0,0,1,0
150,3.2469955244087,-1,24,1,100,1,0,0,0,1,0
-200,1.58699838233588,1,24,1,150,0,1,0,0,1,0
0,6.01399810290604,1,24,1,-200,0,1,0,1,0,0
100,2.2909931478498,-1,24,1,0,1,0,0,0,1,0
-50,3.71799578714854,1,24,1,100,0,1,0,0,1,0
300,1.80500109780405,-1,24,1,-50,1,0,0,0,1,0
0,6.77900134956872,1,24,1,300,0,1,0,1,0,0
25,7.49900238060945,1,24,1,0,0,1,0,0,0,1
-300,2.11299960708857,1,24,1,25,0,1,0,0,1,0
-150,3.83299618184537,1,24,1,-300,0,1,0,0,1,0
200,2.45799756324413,-1,24,1,-150,1,0,0,0,1,0
50,3.390995592119,-1,24,1,200,1,0,0,0,1,0
-25,6.18299998129078,1,24,1,50,0,1,0,0,1,0
-100,5.21899883640435,1,24,1,-25,0,1,0,0,1,0
-150,1.88199467743107,1,24,1,-100,0,1,0,0,1,0
25,3.53999807596847,1,24,2,100,0,1,0,0,0,1
-50,3.98299820578541,1,24,2,25,0,1,0,0,1,0
-200,2.44699664390646,1,24,2,-50,0,1,0,0,1,0
150,3.67099480033357,-1,24,2,-200,1,0,0,0,1,0
300,2.12099656784994,-1,24,2,150,1,0,0,0,1,0
-25,7.32699182236684,-1,24,2,300,1,0,0,0,0,1
0,4.83199241400143,1,24,2,-25,0,1,0,1,0,0
-300,4.11699677372235,1,24,2,0,0,1,0,0,1,0
50,5.62199440527183,-1,24,2,-300,1,0,0,0,1,0
-100,4.52099645662383,1,24,2,50,0,1,0,0,1,0
0,7.22999372518098,-1,24,2,-100,1,0,0,1,0,0
200,1.85099335742416,-1,24,2,0,1,0,0,0,1,0
-150,4.29299145007099,-1,24,2,200,1,0,0,0,0,1
-100,3.68199655962235,1,24,2,-150,0,1,0,0,1,0
-25,4.77899147284188,1,24,2,-100,0,1,0,0,1,0
50,7.24100005198125,1,24,2,-25,0,1,0,0,0,1
200,3.05699817264394,-1,24,2,50,1,0,0,0,1,0
-150,2.63399430239224,1,24,2,200,0,1,0,0,1,0
-300,2.42099913442507,1,24,2,-150,0,1,0,0,1,0
25,6.2269932866111,1,24,2,-300,0,1,0,0,0,1
0,5.92099546552345,1,24,2,25,0,1,0,1,0,0
300,2.12199756801419,-1,24,2,0,1,0,0,0,1,0
-50,4.76699330044357,1,24,2,300,0,1,0,0,1,0
100,3.96899896991818,-1,24,2,-50,1,0,0,0,1,0
0,7.70099335897248,-1,24,2,100,1,0,0,1,0,0
-200,2.50499659252819,1,24,2,0,0,1,0,0,1,0
150,6.04699755418551,-1,24,2,-200,1,0,0,0,1,0
100,6.9190002411633,-1,24,2,150,1,0,0,0,1,0
200,2.50199702405371,-1,24,2,-150,1,0,0,0,1,0
0,7.17400119459489,1,24,2,200,0,1,0,1,0,0
-100,4.92799804687093,1,24,2,0,0,1,0,0,1,0
50,7.180999147291,1,24,2,-100,0,1,0,0,0,1
-300,3.3779950871467,1,24,2,50,0,1,0,0,1,0
0,6.04299797034037,1,24,2,-300,0,1,0,1,0,0
-25,7.5619927924854,-1,24,2,0,1,0,0,0,0,1
300,2.17800251245353,-1,24,2,-25,1,0,0,0,1,0
150,3.46299696314236,-1,24,2,300,1,0,0,0,1,0
-200,2.82899398147856,1,24,2,150,0,1,0,0,1,0
-50,6.17299701464071,1,24,2,-200,0,1,0,0,1,0
25,4.99299498677283,1,24,2,-50,0,1,0,0,0,1
100,4.69999941587594,-1,24,2,25,1,0,0,0,1,0
150,3.39999889886531,-1,24,2,100,1,0,0,0,1,0
-200,3.57899461936904,1,24,2,150,0,1,0,0,1,0
0,7.18099947666633,1,24,2,-200,0,1,0,1,0,0
100,5.34100237106759,-1,24,2,0,1,0,0,0,1,0
-50,2.64900213646615,1,24,2,100,0,1,0,0,1,0
300,3.14199404263491,-1,24,2,-50,1,0,0,0,1,0
0,6.91799377512507,-1,24,2,300,1,0,0,1,0,0
25,5.73199384749023,-1,24,2,0,1,0,0,0,1,0
-300,4.329997947214,1,24,2,25,0,1,0,0,1,0
-150,3.91600101398944,1,24,2,-300,0,1,0,0,1,0
200,3.1389929201614,-1,24,2,-150,1,0,0,0,1,0
50,6.61999578023097,-1,24,2,200,1,0,0,0,1,0
-25,4.61599339985696,1,24,2,50,0,1,0,0,1,0
-100,2.60000037837017,1,24,2,-25,0,1,0,0,1,0
